drug_name	drug_type	logFC_TVsS	direction
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.469	down
ME-344	Small molecule	-2.469	down
ME-344	Small molecule	-2.469	down
ME-344	Small molecule	-2.469	down
ME-344	Small molecule	-2.469	down
ANDECALIXIMAB	Antibody	2.447	up
MARIMASTAT	Small molecule	2.447	up
MARIMASTAT	Small molecule	2.447	up
MARIMASTAT	Small molecule	2.447	up
MARIMASTAT	Small molecule	2.447	up
MARIMASTAT	Small molecule	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
REBIMASTAT	Small molecule	2.447	up
REBIMASTAT	Small molecule	2.447	up
REBIMASTAT	Small molecule	2.447	up
REBIMASTAT	Small molecule	2.447	up
REBIMASTAT	Small molecule	2.447	up
REBIMASTAT	Small molecule	2.447	up
REBIMASTAT	Small molecule	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
ANDECALIXIMAB	Antibody	2.447	up
AZD-1236	Small molecule	2.447	up
AZD-1236	Small molecule	2.447	up
CTS-1027	Small molecule	2.447	up
CTS-1027	Small molecule	2.447	up
AZD-1236	Small molecule	2.447	up
GSK-2586881	Unknown	-2.421	down
GSK-2586881	Unknown	-2.421	down
GSK-2586881	Unknown	-2.421	down
GSK-2586881	Unknown	-2.421	down
GSK-2586881	Unknown	-2.421	down
DICHLORPHENAMIDE	Small molecule	-2.376	down
DICHLORPHENAMIDE	Small molecule	-2.376	down
DICHLORPHENAMIDE	Small molecule	-2.376	down
DICHLORPHENAMIDE	Small molecule	-2.376	down
ETHOXZOLAMIDE	Small molecule	-2.376	down
ETHOXZOLAMIDE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
SULTHIAME	Small molecule	-2.376	down
TOPIRAMATE	Small molecule	-2.376	down
DORZOLAMIDE	Small molecule	-2.376	down
DORZOLAMIDE	Small molecule	-2.376	down
DORZOLAMIDE	Small molecule	-2.376	down
DORZOLAMIDE	Small molecule	-2.376	down
SULTHIAME	Small molecule	-2.376	down
SULTHIAME	Small molecule	-2.376	down
METHAZOLAMIDE	Small molecule	-2.376	down
METHAZOLAMIDE	Small molecule	-2.376	down
DORZOLAMIDE HYDROCHLORIDE	Small molecule	-2.376	down
DORZOLAMIDE HYDROCHLORIDE	Small molecule	-2.376	down
DORZOLAMIDE HYDROCHLORIDE	Small molecule	-2.376	down
DORZOLAMIDE HYDROCHLORIDE	Small molecule	-2.376	down
ACETAZOLAMIDE SODIUM	Small molecule	-2.376	down
ACETAZOLAMIDE SODIUM	Small molecule	-2.376	down
ACETAZOLAMIDE SODIUM	Small molecule	-2.376	down
ACETAZOLAMIDE SODIUM	Small molecule	-2.376	down
ACETAZOLAMIDE SODIUM	Small molecule	-2.376	down
BRINZOLAMIDE	Small molecule	-2.376	down
BRINZOLAMIDE	Small molecule	-2.376	down
BRINZOLAMIDE	Small molecule	-2.376	down
BRINZOLAMIDE	Small molecule	-2.376	down
METHAZOLAMIDE	Small molecule	-2.376	down
METHAZOLAMIDE	Small molecule	-2.376	down
METHAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
POLMACOXIB	Small molecule	-2.376	down
POLMACOXIB	Small molecule	-2.376	down
POLMACOXIB	Small molecule	-2.376	down
POLMACOXIB	Small molecule	-2.376	down
BRINZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
ACETAZOLAMIDE	Small molecule	-2.376	down
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
OCRIPLASMIN	Protein	2.325	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
CARFILZOMIB	Protein	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
IXAZOMIB CITRATE	Small molecule	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
CARFILZOMIB	Protein	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
BORTEZOMIB D-MANNITOL	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
IXAZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
MARIZOMIB	Small molecule	2.317	up
OPROZOMIB	Small molecule	2.317	up
OPROZOMIB	Small molecule	2.317	up
OPROZOMIB	Small molecule	2.317	up
OPROZOMIB	Small molecule	2.317	up
OPROZOMIB	Small molecule	2.317	up
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
VALPROIC ACID	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
DIVALPROEX SODIUM	Small molecule	-2.316	down
VALPROATE SODIUM	Small molecule	-2.316	down
VALPROATE SODIUM	Small molecule	-2.316	down
VALPROATE SODIUM	Small molecule	-2.316	down
VALPROATE SODIUM	Small molecule	-2.316	down
VALPROATE SODIUM	Small molecule	-2.316	down
VALPROATE SODIUM	Small molecule	-2.316	down
