Gen	Fármaco	Tipo interacción	Score	log2FC	FDR	Dirección DE
CBX1	AG 490	NA	0.017	1.162	0.03	up
CBX1	DOCEBENONE	NA	0.017	1.162	0.03	up
CBX1	NICARDIPINE	NA	0.017	1.162	0.03	up
CBX1	FLUPIRTINE	NA	0.017	1.162	0.03	up
CBX1	CHEMBL:CHEMBL493863	NA	0.017	1.162	0.03	up
CBX1	LY-294002	NA	0.017	1.162	0.03	up
CBX1	OXIDOPAMINE HYDROCHLORIDE	NA	0.016	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1451216	NA	0.016	1.162	0.03	up
CBX1	CHEMBL:CHEMBL523200	NA	0.016	1.162	0.03	up
CBX1	NAPROXEN SODIUM	NA	0.016	1.162	0.03	up
CBX1	TYRPHOSTIN AG 879	NA	0.015	1.162	0.03	up
CBX1	PYRONIN Y	NA	0.015	1.162	0.03	up
CBX1	CHEMBL:CHEMBL2095095	NA	0.015	1.162	0.03	up
CBX1	PAPAVERINE	NA	0.015	1.162	0.03	up
CBX1	APOMORPHINE HYDROCHLORIDE HEMIHYDRATE	NA	0.015	1.162	0.03	up
CBX1	METERGOLINE	NA	0.015	1.162	0.03	up
CBX1	CHEMBL:CHEMBL67535	NA	0.015	1.162	0.03	up
CBX1	INDIRUBIN-3'-MONOXIME	NA	0.015	1.162	0.03	up
CBX1	TYRPHOSTIN B48	NA	0.015	1.162	0.03	up
CBX1	CALCIMYCIN	NA	0.015	1.162	0.03	up
CBX1	CHEMBL:CHEMBL68534	NA	0.015	1.162	0.03	up
CBX1	MORIN	NA	0.015	1.162	0.03	up
CBX1	N-ARACHIDONOYLGLYCINE	NA	0.015	1.162	0.03	up
CBX1	TYRPHOSTIN AG 555	NA	0.015	1.162	0.03	up
CBX1	VANOXERINE	NA	0.014	1.162	0.03	up
CBX1	SB-415286	NA	0.014	1.162	0.03	up
CBX1	OXYTETRACYCLINE ANHYDROUS	NA	0.014	1.162	0.03	up
CBX1	PICEATANNOL	NA	0.013	1.162	0.03	up
CBX1	CHEMBL:CHEMBL578741	NA	0.013	1.162	0.03	up
CBX1	METITEPINE	NA	0.013	1.162	0.03	up
CBX1	PURPURIN	NA	0.013	1.162	0.03	up
CBX1	WIN55212-2	NA	0.013	1.162	0.03	up
CBX1	CAPSAZEPINE	NA	0.013	1.162	0.03	up
CBX1	GW5074	NA	0.013	1.162	0.03	up
CBX1	FLUPHENAZINE HYDROCHLORIDE	NA	0.013	1.162	0.03	up
CBX1	TYRPHOSTIN A9	NA	0.013	1.162	0.03	up
CBX1	FLUSPIRILENE	NA	0.013	1.162	0.03	up
CBX1	PROMETHAZINE HYDROCHLORIDE	NA	0.013	1.162	0.03	up
CBX1	KETOCONAZOLE	NA	0.013	1.162	0.03	up
CBX1	RITANSERIN	NA	0.013	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1601846	NA	0.012	1.162	0.03	up
CBX1	CHEMBL:CHEMBL515505	NA	0.012	1.162	0.03	up
CBX1	DECYNIUM 22	NA	0.012	1.162	0.03	up
CBX1	DEPHOSTATIN	NA	0.011	1.162	0.03	up
CBX1	PYROGALLOL RED	NA	0.011	1.162	0.03	up
CBX1	RESERPINE	NA	0.011	1.162	0.03	up
CBX1	RABEPRAZOLE	NA	0.011	1.162	0.03	up
CBX1	PERPHENAZINE	NA	0.011	1.162	0.03	up
CBX1	AMIODARONE HYDROCHLORIDE	NA	0.011	1.162	0.03	up
CBX1	EMODIN	NA	0.011	1.162	0.03	up
CBX1	FENRETINIDE	NA	0.01	1.162	0.03	up
CBX1	CHEMBL:CHEMBL56393	NA	0.01	1.162	0.03	up
CBX1	4-CHLOROMERCURIBENZOIC ACID	NA	0.01	1.162	0.03	up
CBX1	PROCHLORPERAZINE	NA	0.01	1.162	0.03	up
CBX1	MIFEPRISTONE	NA	0.01	1.162	0.03	up
CBX1	GR 127935	NA	0.01	1.162	0.03	up
CBX1	DOPAMINE	NA	0.01	1.162	0.03	up
CBX1	THIORIDAZINE	NA	0.01	1.162	0.03	up
CBX1	GW7647	NA	0.009	1.162	0.03	up
CBX1	TRIFLUOPERAZINE	NA	0.009	1.162	0.03	up
CBX1	METHYLDOPA ANHYDROUS	NA	0.009	1.162	0.03	up
CBX1	AURINTRICARBOXYLIC ACID	NA	0.009	1.162	0.03	up
CBX1	MITOXANTRONE HYDROCHLORIDE	NA	0.009	1.162	0.03	up
CBX1	ELLIPTECINE	NA	0.009	1.162	0.03	up
CBX1	ISOPROTERENOL	NA	0.009	1.162	0.03	up
CBX1	TRIMIPRAMINE	NA	0.008	1.162	0.03	up
CBX1	PIMOZIDE	NA	0.008	1.162	0.03	up
CBX1	CHEMBL:CHEMBL505670	NA	0.008	1.162	0.03	up
CBX1	EBSELEN	NA	0.008	1.162	0.03	up
CBX1	LEVODOPA	NA	0.008	1.162	0.03	up
CBX1	SB202190	NA	0.008	1.162	0.03	up
CBX1	OMEPRAZOLE	NA	0.008	1.162	0.03	up
CBX1	CLOTRIMAZOLE	NA	0.008	1.162	0.03	up
CBX1	SURAMIN	NA	0.007	1.162	0.03	up
CBX1	MYRICETIN	NA	0.007	1.162	0.03	up
CBX1	DISULFIRAM	NA	0.006	1.162	0.03	up
CBX1	MITOXANTRONE	NA	0.006	1.162	0.03	up
CBX1	MASOPROCOL	NA	0.006	1.162	0.03	up
CBX1	GOSSYPOL	NA	0.006	1.162	0.03	up
CBX1	IDARUBICIN	NA	0.006	1.162	0.03	up
CBX1	CHEMBL:CHEMBL429095	NA	0.006	1.162	0.03	up
CBX1	RALOXIFENE HYDROCHLORIDE	NA	0.006	1.162	0.03	up
CBX1	NIFEDIPINE	NA	0.005	1.162	0.03	up
CBX1	TAMOXIFEN	NA	0.004	1.162	0.03	up
CBX1	CYCLOPHOSPHAMIDE ANHYDROUS	NA	0.003	1.162	0.03	up
CBX1	CLOZAPINE	NA	0.003	1.162	0.03	up
CBX1	CISPLATIN	NA	0.002	1.162	0.03	up
KHSRP	CHEMBL:CHEMBL598509	NA	52.204	1.152	0.02	up
RALA	VITAMIN E	NA	6.525	1.149	0.048	up
EML4	ALECTINIB	NA	8.585	1.143	0.045	up
EML4	ENSARTINIB	NA	5.22	1.143	0.045	up
EML4	LORLATINIB	inhibitor	4.64	1.143	0.045	up
EML4	BRIGATINIB	NA	4.008	1.143	0.045	up
EML4	CRIZOTINIB	inhibitor	3.109	1.143	0.045	up
EML4	ZOTIZALKIB	NA	2.9	1.143	0.045	up
EML4	CERITINIB	inhibitor	2.457	1.143	0.045	up
EML4	ALK INHIBITOR ASP3026	NA	1.933	1.143	0.045	up
EML4	NVL-655	NA	1.16	1.143	0.045	up
EML4	MTI-31	NA	1.16	1.143	0.045	up
EML4	APG-2449	NA	1.16	1.143	0.045	up
EML4	HJC0152	NA	1.16	1.143	0.045	up
EML4	ALK INHIBITOR TAE684	NA	0.87	1.143	0.045	up
EML4	IRUPLINALKIB	NA	0.87	1.143	0.045	up
EML4	ALK/C-MET INHIBITOR TQ-B3139	NA	0.773	1.143	0.045	up
EML4	AGERAFENIB	NA	0.773	1.143	0.045	up
EML4	SHP2 INHIBITOR PF-07284892	NA	0.773	1.143	0.045	up
EML4	THZ1	NA	0.773	1.143	0.045	up
EML4	PLB1003	inhibitor	0.58	1.143	0.045	up
EML4	VOLASERTIB	NA	0.464	1.143	0.045	up
EML4	AZD3463	NA	0.464	1.143	0.045	up
EML4	LUMINESPIB	NA	0.387	1.143	0.045	up
EML4	ALECTINIB HYDROCHLORIDE	inhibitor	0.387	1.143	0.045	up
EML4	NVP-TAE 226	NA	0.331	1.143	0.045	up
EML4	PRALSETINIB	NA	0.331	1.143	0.045	up
EML4	REPOTRECTINIB	NA	0.331	1.143	0.045	up
EML4	FILGOTINIB	NA	0.258	1.143	0.045	up
EML4	BELIZATINIB	NA	0.232	1.143	0.045	up
EML4	TALETRECTINIB	NA	0.232	1.143	0.045	up
EML4	GILTERITINIB	NA	0.193	1.143	0.045	up
EML4	AFATINIB	NA	0.193	1.143	0.045	up
EML4	DINACICLIB	NA	0.193	1.143	0.045	up
EML4	SARACATINIB	NA	0.178	1.143	0.045	up
EML4	ZOLEDRONIC ACID ANHYDROUS	NA	0.155	1.143	0.045	up
EML4	OMIPALISIB	NA	0.116	1.143	0.045	up
EML4	ALVOCIDIB	NA	0.11	1.143	0.045	up
EML4	ENTRECTINIB	NA	0.102	1.143	0.045	up
EML4	FULVESTRANT	NA	0.093	1.143	0.045	up
EML4	PONATINIB	NA	0.089	1.143	0.045	up
EML4	BEVACIZUMAB	NA	0.087	1.143	0.045	up
EML4	DABRAFENIB	NA	0.086	1.143	0.045	up
EML4	TRAMETINIB DIMETHYL SULFOXIDE	NA	0.074	1.143	0.045	up
EML4	SELUMETINIB	NA	0.07	1.143	0.045	up
EML4	IXAZOMIB	NA	0.055	1.143	0.045	up
EML4	SIROLIMUS	NA	0.04	1.143	0.045	up
IMPDH2	CHEMBL:CHEMBL1683024	NA	10.441	-1.141	0.043	down
IMPDH2	AVN-944	inhibitor	5.22	-1.141	0.043	down
IMPDH2	MYCOPHENOLATE SODIUM	inhibitor	2.61	-1.141	0.043	down
IMPDH2	MYCOPHENOLATE	inhibitor	2.61	-1.141	0.043	down
IMPDH2	MYCOPHENOLATE MOFETIL HYDROCHLORIDE	inhibitor	2.61	-1.141	0.043	down
IMPDH2	MYCOPHENOLATE MOFETIL	inhibitor	1.305	-1.141	0.043	down
IMPDH2	MIZORIBINE	inhibitor	1.305	-1.141	0.043	down
IMPDH2	CYCLOSPORINE	NA	0.42	-1.141	0.043	down
IMPDH2	AZATHIOPRINE	NA	0.275	-1.141	0.043	down
IMPDH2	THIOGUANINE	inhibitor	0.158	-1.141	0.043	down
SERPINA3	SB656104	inhibitor	0.916	-1.132	0.04	down
SERPINA3	SB 258719	inhibitor	0.916	-1.132	0.04	down
SERPINA3	SB269970	inhibitor	0.916	-1.132	0.04	down
SERPINA3	DR-4004	inhibitor	0.916	-1.132	0.04	down
SERPINA3	AS-19	agonist	0.916	-1.132	0.04	down
SERPINA3	2-BROMO-LSD	inhibitor	0.916	-1.132	0.04	down
SERPINA3	OLEAMIDE	modulator	0.916	-1.132	0.04	down
SERPINA3	E55888	agonist	0.916	-1.132	0.04	down
SERPINA3	FLUPERLAPINE	inhibitor	0.458	-1.132	0.04	down
SERPINA3	JNJ-18038683	inhibitor	0.458	-1.132	0.04	down
SERPINA3	[3H]5-HT	agonist	0.305	-1.132	0.04	down
SERPINA3	SB 207710	inhibitor	0.305	-1.132	0.04	down
SERPINA3	EGIS-11150	inhibitor	0.229	-1.132	0.04	down
SERPINA3	DIPROPYL-5-CT	agonist	0.229	-1.132	0.04	down
SERPINA3	LP-44	agonist	0.229	-1.132	0.04	down
SERPINA3	(+)-LSD	agonist	0.229	-1.132	0.04	down
SERPINA3	PIRENPERONE	inhibitor	0.229	-1.132	0.04	down
SERPINA3	CYAMEMAZINE	inhibitor	0.229	-1.132	0.04	down
SERPINA3	[3H]LSD	agonist	0.229	-1.132	0.04	down
SERPINA3	[3H]5-CT	agonist	0.229	-1.132	0.04	down
SERPINA3	LP-12	agonist	0.229	-1.132	0.04	down
SERPINA3	MPDT	inhibitor	0.183	-1.132	0.04	down
SERPINA3	MESULERGINE	inhibitor	0.183	-1.132	0.04	down
SERPINA3	EMDT	agonist	0.153	-1.132	0.04	down
SERPINA3	1-NAPHTHYLPIPERAZINE	agonist	0.131	-1.132	0.04	down
SERPINA3	LURASIDONE HYDROCHLORIDE	inhibitor	0.114	-1.132	0.04	down
SERPINA3	5-MEOT	agonist	0.102	-1.132	0.04	down
SERPINA3	LY344864	agonist	0.102	-1.132	0.04	down
SERPINA3	DIHYDROERGOTAMINE MESYLATE	inhibitor	0.092	-1.132	0.04	down
SERPINA3	CAPESEROD	agonist	0.092	-1.132	0.04	down
SERPINA3	[3H]8-OH-DPAT	agonist	0.083	-1.132	0.04	down
SERPINA3	CYPROHEPTADINE HYDROCHLORIDE	inhibitor	0.076	-1.132	0.04	down
SERPINA3	TRYPTAMINE	agonist	0.076	-1.132	0.04	down
SERPINA3	VORTIOXETINE HYDROBROMIDE	inhibitor	0.07	-1.132	0.04	down
SERPINA3	5-CT	agonist	0.07	-1.132	0.04	down
SERPINA3	5-HYDROXYTRYPTAMINE	agonist	0.061	-1.132	0.04	down
SERPINA3	ZOTEPINE	inhibitor	0.057	-1.132	0.04	down
SERPINA3	XANOMELINE	agonist	0.054	-1.132	0.04	down
SERPINA3	YOHIMBINE	inhibitor	0.054	-1.132	0.04	down
SERPINA3	METERGOLINE	inhibitor	0.051	-1.132	0.04	down
SERPINA3	MIANSERIN	inhibitor	0.051	-1.132	0.04	down
SERPINA3	SPIPERONE	inhibitor	0.048	-1.132	0.04	down
SERPINA3	METHYSERGIDE	inhibitor	0.048	-1.132	0.04	down
SERPINA3	METITEPINE	inhibitor	0.044	-1.132	0.04	down
SERPINA3	ILOPERIDONE	inhibitor	0.044	-1.132	0.04	down
SERPINA3	FLUPHENAZINE HYDROCHLORIDE	inhibitor	0.042	-1.132	0.04	down
SERPINA3	RITANSERIN	inhibitor	0.042	-1.132	0.04	down
SERPINA3	KETANSERIN	inhibitor	0.04	-1.132	0.04	down
SERPINA3	SUMATRIPTAN	inhibitor	0.04	-1.132	0.04	down
SERPINA3	PERPHENAZINE	inhibitor	0.035	-1.132	0.04	down
SERPINA3	THIORIDAZINE	inhibitor	0.032	-1.132	0.04	down
SERPINA3	ZIPRASIDONE	inhibitor	0.03	-1.132	0.04	down
SERPINA3	CHLORPROMAZINE	inhibitor	0.025	-1.132	0.04	down
SERPINA3	RISPERIDONE	inhibitor	0.014	-1.132	0.04	down
SERPINA3	OLANZAPINE	inhibitor	0.012	-1.132	0.04	down
SERPINA3	HALOPERIDOL DECANOATE	inhibitor	0.012	-1.132	0.04	down
SERPINA3	CLOZAPINE	inhibitor	0.009	-1.132	0.04	down
ALDOC	VANTICTUMAB	antibody	10.441	1.12	0.033	up
HBB	CRIZANLIZUMAB	NA	1.8	-1.119	0.041	down
HBB	AES-103	NA	1.8	-1.119	0.041	down
HBB	BETIBEGLOGENE AUTOTEMCEL	NA	1.8	-1.119	0.041	down
HBB	NEBULARINE	NA	0.9	-1.119	0.041	down
HBB	VOXELOTOR	positive modulator	0.9	-1.119	0.041	down
HBB	EFAPROXIRAL	negative modulator	0.6	-1.119	0.041	down
HBB	CHEMBL:CHEMBL458765	NA	0.6	-1.119	0.041	down
HBB	HYDROXYCAMPTOTHECIN	NA	0.6	-1.119	0.041	down
HBB	LUSPATERCEPT	NA	0.45	-1.119	0.041	down
HBB	5-FLUOROURIDINE	NA	0.36	-1.119	0.041	down
HBB	8-AZAGUANINE	NA	0.3	-1.119	0.041	down
HBB	THIOINOSINE	NA	0.3	-1.119	0.041	down
HBB	CHEMBL:CHEMBL374632	NA	0.164	-1.119	0.041	down
HBB	QUINACRINE DIHYDROCHLORIDE	NA	0.15	-1.119	0.041	down
HBB	PHENAZOPYRIDINE HYDROCHLORIDE	NA	0.113	-1.119	0.041	down
HBB	MERCURIC CHLORIDE	NA	0.09	-1.119	0.041	down
HBB	PHENYLMERCURIC ACETATE	NA	0.09	-1.119	0.041	down
HBB	CHEMBL:CHEMBL515505	NA	0.078	-1.119	0.041	down
HBB	TOPOTECAN HYDROCHLORIDE	NA	0.075	-1.119	0.041	down
HBB	(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE	NA	0.075	-1.119	0.041	down
HBB	ELLAGIC ACID	NA	0.064	-1.119	0.041	down
HBB	VITAMIN K3	NA	0.062	-1.119	0.041	down
HBB	ELLIPTECINE	NA	0.056	-1.119	0.041	down
HBB	THIOGUANINE	NA	0.055	-1.119	0.041	down
HBB	CAMPTOTHECIN	NA	0.051	-1.119	0.041	down
HBB	AZATHIOPRINE	NA	0.047	-1.119	0.041	down
HBB	AZACITIDINE	NA	0.045	-1.119	0.041	down
HBB	MERCAPTOPURINE	NA	0.04	-1.119	0.041	down
HBB	FLUOROURACIL	NA	0.016	-1.119	0.041	down
PSMB1	MG-132	NA	2.797	1.104	0.031	up
ADD1	TORSEMIDE	NA	2.175	-1.104	0.027	down
ADD1	FUROSEMIDE	NA	2.175	-1.104	0.027	down
ADD1	SPIRONOLACTONE	NA	1.631	-1.104	0.027	down
ADD1	BUMETANIDE	NA	1.45	-1.104	0.027	down
PSMB1	CARFILZOMIB	inhibitor|other/unknown	0.544	1.104	0.031	up
PSMB1	BORTEZOMIB	other/unknown|inhibitor	0.461	1.104	0.031	up
PSMB1	IXAZOMIB CITRATE	inhibitor	0.335	1.104	0.031	up
PSMB1	OPROZOMIB	inhibitor	0.326	1.104	0.031	up
PSMB1	MARIZOMIB	inhibitor	0.311	1.104	0.031	up
PSMB1	BORTEZOMIB D-MANNITOL	inhibitor	0.172	1.104	0.031	up
PSMB1	IXAZOMIB	inhibitor	0.155	1.104	0.031	up
PSMA1	CARFILZOMIB	inhibitor|other/unknown	0.497	1.101	0.023	up
PSMA1	MARIZOMIB	inhibitor	0.355	1.101	0.023	up
PSMA1	BORTEZOMIB	other/unknown|inhibitor	0.351	1.101	0.023	up
PSMA1	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.101	0.023	up
PSMA1	IXAZOMIB CITRATE	inhibitor	0.191	1.101	0.023	up
PSMA1	OPROZOMIB	inhibitor	0.186	1.101	0.023	up
PSMA1	IXAZOMIB	inhibitor	0.178	1.101	0.023	up
APOA1	BMS309403	NA	4.539	-1.095	0.042	down
APOA1	GENERIC DRUG	NA	4.539	-1.095	0.042	down
APOA1	CER-001	NA	4.539	-1.095	0.042	down
APOA1	TRIAZINE COMPOUND PC7	inhibitor	2.27	-1.095	0.042	down
APOA1	IS1	agonist	2.27	-1.095	0.042	down
APOA1	IS20	agonist	2.27	-1.095	0.042	down
APOA1	PROKINETICIN-1	agonist	1.135	-1.095	0.042	down
APOA1	PROKINETICIN-2	agonist	1.135	-1.095	0.042	down
APOA1	PROKINETICIN-2&BETA;	agonist	1.135	-1.095	0.042	down
APOA1	MIT1	agonist	1.135	-1.095	0.042	down
APOA1	TRIAZINE COMPOUND PC1	inhibitor	1.135	-1.095	0.042	down
APOA1	TRIAZINE COMPOUND PC10	inhibitor	1.135	-1.095	0.042	down
APOA1	[125I]BH-MIT1	agonist	1.135	-1.095	0.042	down
APOA1	PROTEIN PHOSPHATASE INHIBITOR	NA	0.908	-1.095	0.042	down
APOA1	PROGESTIN	NA	0.413	-1.095	0.042	down
APOA1	GLUCAGON (RDNA)	NA	0.413	-1.095	0.042	down
APOA1	PROTEIN SYNTHESIS INHIBITOR	NA	0.378	-1.095	0.042	down
APOA1	APABETALONE	NA	0.324	-1.095	0.042	down
APOA1	FUROSEMIDE	NA	0.252	-1.095	0.042	down
APOA1	LAMIVUDINE	NA	0.189	-1.095	0.042	down
APOA1	TESTOSTERONE	NA	0.116	-1.095	0.042	down
APOA1	DEHYDRATED ALCOHOL	NA	0.057	-1.095	0.042	down
APOA1	TRETINOIN	NA	0.05	-1.095	0.042	down
PSMA7	CARFILZOMIB	other/unknown|inhibitor	0.497	1.091	0.027	up
PSMA7	MARIZOMIB	inhibitor	0.355	1.091	0.027	up
PSMA7	BORTEZOMIB	other/unknown|inhibitor	0.351	1.091	0.027	up
PSMA7	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.091	0.027	up
PSMA7	IXAZOMIB CITRATE	inhibitor	0.191	1.091	0.027	up
PSMA7	OPROZOMIB	inhibitor	0.186	1.091	0.027	up
PSMA7	IXAZOMIB	inhibitor	0.178	1.091	0.027	up
PSMA3	CARFILZOMIB	inhibitor|other/unknown	0.497	1.065	0.04	up
PSMA3	MARIZOMIB	inhibitor	0.355	1.065	0.04	up
PSMA3	BORTEZOMIB	other/unknown|inhibitor	0.351	1.065	0.04	up
PSMA3	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.065	0.04	up
PSMA3	IXAZOMIB CITRATE	inhibitor	0.191	1.065	0.04	up
PSMA3	OPROZOMIB	inhibitor	0.186	1.065	0.04	up
PSMA3	IXAZOMIB	inhibitor	0.178	1.065	0.04	up
PSMA6	CARFILZOMIB	other/unknown|inhibitor	0.497	1.059	0.028	up
PSMA6	MARIZOMIB	inhibitor	0.355	1.059	0.028	up
PSMA6	BORTEZOMIB	inhibitor|other/unknown	0.351	1.059	0.028	up
PSMA6	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.059	0.028	up
PSMA6	IXAZOMIB CITRATE	inhibitor	0.191	1.059	0.028	up
PSMA6	OPROZOMIB	inhibitor	0.186	1.059	0.028	up
PSMA6	IXAZOMIB	inhibitor	0.178	1.059	0.028	up
GLG1	ISCHEMIN	inhibitor	5.8	1.052	0.029	up
GLG1	GNE-049	inhibitor	5.8	1.052	0.029	up
GLG1	INOBRODIB	inhibitor	2.9	1.052	0.029	up
GLG1	SGC-CBP30	inhibitor	2.9	1.052	0.029	up
GLG1	CBPD-409	NA	2.9	1.052	0.029	up
GLG1	TTK21	activator	2.9	1.052	0.029	up
GLG1	COMPOUND 50 [PMID: 24313754]	inhibitor	1.933	1.052	0.029	up
GLG1	I-CBP112	inhibitor	1.933	1.052	0.029	up
GLG1	CBPD-268	NA	1.933	1.052	0.029	up
CTSD	C3TD879	inhibitor	26.102	1.05	0.007	up
CTSD	STREPTOZOCIN	NA	1.135	1.05	0.007	up
PSMA5	CARFILZOMIB	inhibitor|other/unknown	0.497	1.05	0.041	up
PSMA5	MARIZOMIB	inhibitor	0.355	1.05	0.041	up
PSMA5	BORTEZOMIB	other/unknown|inhibitor	0.351	1.05	0.041	up
PSMA5	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.05	0.041	up
PSMA5	IXAZOMIB CITRATE	inhibitor	0.191	1.05	0.041	up
PSMA5	OPROZOMIB	inhibitor	0.186	1.05	0.041	up
PSMA5	IXAZOMIB	inhibitor	0.178	1.05	0.041	up
RAD50	CHECKPOINT KINASE INHIBITOR AZD7762	NA	26.102	1.047	0.038	up
RAD50	IRINOTECAN HYDROCHLORIDE	NA	0.829	1.047	0.038	up
CD59	MANNOSE-BINDING LECTIN	NA	26.102	-1.04	0.034	down
HLA-A	VANCOMYCIN	NA	5.593	1.031	0.042	up
HLA-A	BACAMPICILLIN	NA	3.729	1.031	0.042	up
HLA-A	POLYVALENT MELANOMA VACCINE	NA	3.729	1.031	0.042	up
HLA-A	TETANUS ANTITOXIN	NA	3.729	1.031	0.042	up
HLA-A	TERBINAFINE	NA	1.243	1.031	0.042	up
HLA-A	LEVETIRACETAM	NA	0.533	1.031	0.042	up
HLA-A	TEBENTAFUSP	NA	0.466	1.031	0.042	up
HLA-A	TICLOPIDINE	NA	0.43	1.031	0.042	up
HLA-A	FLOXACILLIN	NA	0.414	1.031	0.042	up
HLA-A	CLAVULANIC ACID	NA	0.414	1.031	0.042	up
HLA-A	AMOXICILLIN ANHYDROUS	NA	0.393	1.031	0.042	up
HLA-A	AMPICILLIN (ANHYDROUS)	NA	0.339	1.031	0.042	up
HLA-A	DAPSONE	NA	0.339	1.031	0.042	up
HLA-A	COBALT	NA	0.339	1.031	0.042	up
HLA-A	IPILIMUMAB	NA	0.249	1.031	0.042	up
HLA-A	ZONISAMIDE	NA	0.149	1.031	0.042	up
HLA-A	FENOFIBRATE MICRONIZED	NA	0.143	1.031	0.042	up
HLA-A	PEGINTERFERON ALFA-2A	NA	0.129	1.031	0.042	up
HLA-A	LAPATINIB	NA	0.12	1.031	0.042	up
HLA-A	PEGINTERFERON ALFA-2B	NA	0.117	1.031	0.042	up
HLA-A	THERAPEUTIC GLUCOCORTICOID	NA	0.11	1.031	0.042	up
HLA-A	RIBAVIRIN	NA	0.098	1.031	0.042	up
HLA-A	MONOAMINE OXIDASE INHIBITOR	NA	0.064	1.031	0.042	up
HLA-A	TRIMIPRAMINE	NA	0.056	1.031	0.042	up
HLA-A	CLOMIPRAMINE	NA	0.049	1.031	0.042	up
HLA-A	DESIPRAMINE	NA	0.048	1.031	0.042	up
HLA-A	DOXEPIN HYDROCHLORIDE	NA	0.042	1.031	0.042	up
HLA-A	CARBAMAZEPINE	NA	0.038	1.031	0.042	up
HNRNPAB	TEMELIMAB	antibody	52.204	NA	NA	NA
ALDH9A1	SCK&BETA;8-1	agonist	1.16	NA	NA	NA
ALDH9A1	T21/DP107	agonist	1.16	NA	NA	NA
ALDH9A1	AMYLOID &BETA;	agonist	1.16	NA	NA	NA
ALDH9A1	ATLA2	agonist	1.16	NA	NA	NA
ALDH9A1	FPRL1-INHIBITOR PROTEIN	inhibitor	1.16	NA	NA	NA
ALDH9A1	QUIN-C7	inhibitor	1.16	NA	NA	NA
ALDH9A1	QUIN-C1	agonist	1.16	NA	NA	NA
ALDH9A1	PRP106-126	agonist	1.16	NA	NA	NA
ALDH9A1	1R-11	agonist	1.16	NA	NA	NA
ALDH9A1	ACT-389949	agonist	1.16	NA	NA	NA
ALDH9A1	V3 PEPTIDE	agonist	1.16	NA	NA	NA
ALDH9A1	[125I-TYR]AC2-26	agonist	1.16	NA	NA	NA
ALDH9A1	N36	agonist	1.16	NA	NA	NA
ALDH9A1	SERUM AMYLOID A	agonist	1.16	NA	NA	NA
ALDH9A1	PBP10	modulator	1.16	NA	NA	NA
ALDH9A1	MMK-1	agonist	1.16	NA	NA	NA
ALDH9A1	MHC BINDING PEPTIDE	agonist	1.16	NA	NA	NA
ALDH9A1	ISOPROPYLUREIDO-FLFLF	inhibitor	1.16	NA	NA	NA
ALDH9A1	COMPOUND 1754-31 [PMID: 23788657]	inhibitor	1.16	NA	NA	NA
ALDH9A1	F PEPTIDE	agonist	1.16	NA	NA	NA
ALDH9A1	ANNEXIN I	agonist	1.16	NA	NA	NA
ALDH9A1	ASPIRIN TRIGGERED LIPOXIN A4	agonist	1.16	NA	NA	NA
ALDH9A1	UPAR FRAGMENT	agonist	1.16	NA	NA	NA
ALDH9A1	SHAAGTIDE	agonist	1.16	NA	NA	NA
ALDH9A1	CGEN-855A	agonist	1.16	NA	NA	NA
ALDH9A1	PYRAZOLONE, 1	agonist	1.16	NA	NA	NA
ALDH9A1	[3H]LXA4	agonist	1.16	NA	NA	NA
ALDH9A1	PSM&ALPHA;3	agonist	1.16	NA	NA	NA
ALDH9A1	RESOLVIN D1	agonist	0.58	NA	NA	NA
ALDH9A1	AG-26	agonist	0.58	NA	NA	NA
ALDH9A1	LL-37	agonist	0.58	NA	NA	NA
ALDH9A1	HUMANIN	agonist	0.58	NA	NA	NA
ALDH9A1	FMET-ILE-VAL-THR-LEU-PHE	agonist	0.58	NA	NA	NA
ALDH9A1	LXA4	agonist	0.58	NA	NA	NA
ALDH9A1	COMPOUND R-(-)-5F [PMID: 22607879]	agonist	0.58	NA	NA	NA
ALDH9A1	ASPIRIN-TRIGGERED RESOLVIN D1	agonist	0.58	NA	NA	NA
ALDH9A1	T-BOC-FLFLF	inhibitor	0.58	NA	NA	NA
ALDH9A1	RVD1-ME	agonist	0.58	NA	NA	NA
ALDH9A1	HP(2-20)	agonist	0.58	NA	NA	NA
ALDH9A1	BMS-986235	agonist	0.58	NA	NA	NA
ALDH9A1	WRWWWW	inhibitor	0.58	NA	NA	NA
ALDH9A1	FMET-LEU-PHE	agonist	0.387	NA	NA	NA
ALDH9A1	WKYMVM	agonist	0.387	NA	NA	NA
ALDH9A1	FMET-MET-TYR-ALA-LEU-PHE	agonist	0.387	NA	NA	NA
ALDH9A1	ANNEXIN I-(2-26)	agonist	0.387	NA	NA	NA
